"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U1316","FERMER - CD de Vitrolles","Centre de Distribution Alimentaire","8 place Henri Dunant   13127 VITROLLES",43.438594,5.256316,"8 Place Henri Dunant 13127 Vitrolles",0.92,"housenumber","13117_1789_1de1af","13117","13127","VITROLLES","BOUCHES-DU-RHONE","PROVENCE-ALPES-COTE D'AZUR","Chef-lieu canton",111,3675,36.1,"43.4497831674, 5.26357787665","{""type"": ""Polygon"", ""coordinates"": [[[5.27493520975186, 43.41888148149962], [5.26715499400369, 43.41633558456284], [5.260025882644644, 43.41997666170484], [5.239008376150432, 43.42308625465833], [5.220468078118948, 43.4491633732372], [5.226717846046934, 43.45392226149394], [5.229596003750323, 43.46697656865989], [5.223417703213311, 43.47912802021434], [5.250033886247596, 43.475158656867336], [5.258259098748526, 43.48318711489055], [5.271657922982974, 43.48567937952667], [5.289305152894978, 43.47313929640353], [5.289915030001163, 43.4664209716371], [5.298483447817306, 43.45912014166257], [5.301002589064487, 43.446114936595045], [5.310818748392063, 43.43155028605113], [5.297133649010417, 43.43151735947077], [5.293164114642439, 43.421782119766675], [5.27493520975186, 43.41888148149962]]]}",11660,117,53,4,"13",93,43.4497831674,5.26357787665
"U1317","Centre distribution Marseille Caillols","Centre de Distribution Alimentaire","40, chemin des Campanules Centre social des Caillols  13012 MARSEILLE 12EME ARRONDISS",43.2946484,5.4433203,"",NA,"","","13212","13012","MARSEILLE-12E--ARRONDISSEMENT","BOUCHES-DU-RHONE","PROVENCE-ALPES-COTE D'AZUR","Commune simple",118,1407,58.7,"43.3077683678, 5.43991567678","{""type"": ""Polygon"", ""coordinates"": [[[5.425802140952967, 43.29014324901596], [5.413891895649146, 43.291696929776776], [5.408970526273654, 43.295694665318564], [5.410528505495336, 43.314982695704835], [5.431502164700163, 43.32276604539959], [5.459661138577253, 43.31851103658221], [5.466645382848088, 43.323005012249844], [5.475104148909093, 43.31472950877414], [5.47358067160809, 43.30134517896796], [5.436665352717548, 43.29560477475758], [5.427577354422302, 43.29338833171464], [5.425802140952967, 43.29014324901596]]]}",36600,212,99,3,"13",93,43.3077683678,5.43991567678
"U1318","Centre de distribution Marseille Panier","Centre de Distribution Alimentaire","17 A rue Saint Antoine   13001 MARSEILLE 1ER ARRONDISSEM",43.298607,5.382329,"Marseille 1er Arrondissement",0.48,"city","13201","13201","13001","MARSEILLE--1ER-ARRONDISSEMENT","BOUCHES-DU-RHONE","PROVENCE-ALPES-COTE D'AZUR","Préfecture de région",29,178,40.9,"43.2999009436, 5.38227869795","{""type"": ""Polygon"", ""coordinates"": [[[5.372144736531373, 43.290965444448595], [5.371008366340329, 43.29359128652747], [5.373616424523343, 43.29499198426251], [5.375021899598046, 43.30159390045778], [5.390502166127308, 43.30939746657357], [5.393048242612156, 43.3042292209066], [5.389078069139432, 43.300312137417784], [5.385563774200395, 43.29429693114428], [5.381847823036012, 43.295908846993086], [5.380357790047036, 43.29294477171], [5.372144736531373, 43.290965444448595]]]}",36589,201,99,3,"13",93,43.2999009436,5.38227869795
"U1319","Centre de distribution de Marignane","Centre de Distribution Alimentaire","11 rue Lamartine   13700 MARIGNANE",43.416059,5.219991,"11 Rue Lamartine 13700 Marignane",0.93,"housenumber","13054_0600_9321bd","13054","13700","MARIGNANE","BOUCHES-DU-RHONE","PROVENCE-ALPES-COTE D'AZUR","Chef-lieu canton",14,2355,34.2,"43.4172068362, 5.21221904548","{""type"": ""Polygon"", ""coordinates"": [[[5.196082554283231, 43.39254656026005], [5.188784395357286, 43.39599728540813], [5.185467830403625, 43.405514078946375], [5.171915790170613, 43.41863853213168], [5.198607369536499, 43.4395920095445], [5.200040886036578, 43.44639400354629], [5.211921275671127, 43.4456751064863], [5.220468078118948, 43.4491633732372], [5.239008376150432, 43.42308625465833], [5.230193467627864, 43.42153111106112], [5.227194562497718, 43.41901880589125], [5.229302711613283, 43.4160684139248], [5.254468681523893, 43.409238352484266], [5.263899952136788, 43.402012509898825], [5.196082554283231, 43.39254656026005]]]}",2601,54,36,4,"13",93,43.4172068362,5.21221904548
"U14","DD du Calvados","Distribution de chèques","44 bis Bd du Maréchal Lyautey   14000 CAEN",49.169824,-0.356682,"44BIS Boulevard Maréchal Lyautey 14000 Caen",0.66,"housenumber","14118_4890_2875b6","14118","14000","CAEN","CALVADOS","BASSE-NORMANDIE","Préfecture de région",34,2573,109.3,"49.1847936737, -0.369801713036","{""type"": ""Polygon"", ""coordinates"": [[[-0.342966454467269, 49.153126316131576], [-0.349543857014567, 49.16212208868248], [-0.358792693943141, 49.15938062895786], [-0.367236196325189, 49.160935400333194], [-0.367625386989629, 49.16649474728795], [-0.381075752132235, 49.16274304338446], [-0.394310508703809, 49.16640195286018], [-0.402982988621579, 49.16931564281173], [-0.413298279875344, 49.186922265404135], [-0.412775132044469, 49.18877284614085], [-0.408195556525442, 49.188029694809835], [-0.410893452389562, 49.19375747565819], [-0.402112005007082, 49.200736892333495], [-0.397769921449904, 49.19902376890795], [-0.372721182785141, 49.21541213029957], [-0.359927591028821, 49.21279121620787], [-0.338280582476432, 49.195126600773214], [-0.33354839637964, 49.18582741505906], [-0.331189101543569, 49.17072131175345], [-0.331622052574587, 49.16764082338151], [-0.336227614398192, 49.16691933075804], [-0.340509581778919, 49.16522579109556], [-0.339440016679267, 49.15545593161064], [-0.342966454467269, 49.153126316131576]]]}",20188,118,97,2,"14",25,49.1847936737,-0.369801713036
"U1401","Centre de distribution de Caen","Centre de Distribution Alimentaire","44 bis boulevard Lyautey   14000 CAEN",49.169824,-0.356682,"44BIS Boulevard Maréchal Lyautey 14000 Caen",0.7,"housenumber","14118_4890_2875b6","14118","14000","CAEN","CALVADOS","BASSE-NORMANDIE","Préfecture de région",34,2573,109.3,"49.1847936737, -0.369801713036","{""type"": ""Polygon"", ""coordinates"": [[[-0.342966454467269, 49.153126316131576], [-0.349543857014567, 49.16212208868248], [-0.358792693943141, 49.15938062895786], [-0.367236196325189, 49.160935400333194], [-0.367625386989629, 49.16649474728795], [-0.381075752132235, 49.16274304338446], [-0.394310508703809, 49.16640195286018], [-0.402982988621579, 49.16931564281173], [-0.413298279875344, 49.186922265404135], [-0.412775132044469, 49.18877284614085], [-0.408195556525442, 49.188029694809835], [-0.410893452389562, 49.19375747565819], [-0.402112005007082, 49.200736892333495], [-0.397769921449904, 49.19902376890795], [-0.372721182785141, 49.21541213029957], [-0.359927591028821, 49.21279121620787], [-0.338280582476432, 49.195126600773214], [-0.33354839637964, 49.18582741505906], [-0.331189101543569, 49.17072131175345], [-0.331622052574587, 49.16764082338151], [-0.336227614398192, 49.16691933075804], [-0.340509581778919, 49.16522579109556], [-0.339440016679267, 49.15545593161064], [-0.342966454467269, 49.153126316131576]]]}",20188,118,97,2,"14",25,49.1847936737,-0.369801713036
"U1402","Entrepôt de Caen","Entrepôt pour aide matérielle","33 rue du Québec   14000 CAEN",49.167131,-0.388861,"33 Rue de Quebec 14000 Caen",0.81,"housenumber","14118_6030_eed412","14383","14111","LOUVIGNY","CALVADOS","BASSE-NORMANDIE","Commune simple",17,567,2.7,"49.1552771224, -0.396704924192","{""type"": ""Polygon"", ""coordinates"": [[[-0.400259266700716, 49.1374730995079], [-0.415970165985693, 49.14235543511476], [-0.408880655055063, 49.15051179244813], [-0.422229320796808, 49.16026580400815], [-0.394310508703809, 49.16640195286018], [-0.381075752132235, 49.16274304338446], [-0.367625386989629, 49.16649474728795], [-0.376463316492001, 49.15114702165146], [-0.395542798954372, 49.15318373982723], [-0.399537117988424, 49.14067921142992], [-0.400259266700716, 49.1374730995079]]]}",23355,383,44,2,"14",25,49.1552771224,-0.396704924192
"U1403","Samu social de Caen","Samu social","33 rue du Québec   14000 CAEN",49.167131,-0.388861,"33 Rue de Quebec 14000 Caen",0.81,"housenumber","14118_6030_eed412","14383","14111","LOUVIGNY","CALVADOS","BASSE-NORMANDIE","Commune simple",17,567,2.7,"49.1552771224, -0.396704924192","{""type"": ""Polygon"", ""coordinates"": [[[-0.400259266700716, 49.1374730995079], [-0.415970165985693, 49.14235543511476], [-0.408880655055063, 49.15051179244813], [-0.422229320796808, 49.16026580400815], [-0.394310508703809, 49.16640195286018], [-0.381075752132235, 49.16274304338446], [-0.367625386989629, 49.16649474728795], [-0.376463316492001, 49.15114702165146], [-0.395542798954372, 49.15318373982723], [-0.399537117988424, 49.14067921142992], [-0.400259266700716, 49.1374730995079]]]}",23355,383,44,2,"14",25,49.1552771224,-0.396704924192
"U1404","Centre distribution St-Pierre-sur-Dives","Centre de Distribution Alimentaire","21, Place du Marché   14170 ST PIERRE SUR DIVES",49.017601,-0.032446,"21 Place du Marche 14170 Saint-Pierre-sur-Dives",0.83,"housenumber","14654_0860_65aaf0","14654","14170","SAINT-PIERRE-SUR-DIVES","CALVADOS","BASSE-NORMANDIE","Chef-lieu canton",42,968,3.6,"49.0158504483, -0.0407749520168","{""type"": ""Polygon"", ""coordinates"": [[[-0.040291553250724, 48.995006356821705], [-0.056485020359251, 49.00317060556391], [-0.049959408529918, 49.008501939379585], [-0.051262183125928, 49.01181631027754], [-0.06508034680533, 49.016476359108744], [-0.064436142053199, 49.03337415091504], [-0.030889673819622, 49.028628911883025], [-0.019260371122113, 49.022785130021404], [-0.017833868211543, 49.01613518250822], [-0.013320258357465, 49.0145029195708], [-0.021987460016007, 49.0031177611486], [-0.026706384773951, 49.00406062490614], [-0.040291553250724, 48.995006356821705]]]}",22629,654,29,3,"14",25,49.0158504483,-0.0407749520168
"U1405","A DEFINIR (ES)","Epicerie sociale","6 rue Pierre Colombe   14100 LISIEUX",49.144576,0.222512,"6 Rue Pierre Colombe 14100 Lisieux",0.92,"housenumber","14366_1190_8fa491","14366","14100","LISIEUX","CALVADOS","BASSE-NORMANDIE","Sous-préfecture",91,1298,21.8,"49.1466628463, 0.238274840452","{""type"": ""Polygon"", ""coordinates"": [[[0.230761567626272, 49.12324577560692], [0.22175607886652, 49.126051898259654], [0.221305752838753, 49.13930223850915], [0.21146932344281, 49.141179792334555], [0.207039360119784, 49.14678973679747], [0.216114712634883, 49.149653975033544], [0.217490811565157, 49.15594720881994], [0.2068122183384, 49.163202698892974], [0.217547017042334, 49.17046833691444], [0.234787959816034, 49.16619666404296], [0.237715740745771, 49.15683596552048], [0.247346150693583, 49.15448373830065], [0.257500843628844, 49.155939059138376], [0.261457934213878, 49.15062252300601], [0.270876926332462, 49.151196361466795], [0.277561708830484, 49.14717361439922], [0.279006868754233, 49.13872296959514], [0.271518001528569, 49.1359084695366], [0.251606306639783, 49.13753332365221], [0.230761567626272, 49.12324577560692]]]}",3515,366,99,3,"14",25,49.1466628463,0.238274840452
"U1406","Centre distribution Condé sur Noireau","Centre de Distribution Alimentaire","1 Bd du 11 Novembre   14110 Condé sur Noireau",48.848323,-0.552853,"1 Boulevard du 11 Novembre 14110 Condé-sur-Noireau",0.76,"housenumber","14174_XXXX_63dd40","14174","14110","CONDE-SUR-NOIREAU","CALVADOS","BASSE-NORMANDIE","Chef-lieu canton",117,1246,5.5,"48.8496985115, -0.562504676497","{""type"": ""Polygon"", ""coordinates"": [[[-0.569821321632961, 48.83051868685016], [-0.580155170284732, 48.836835536422186], [-0.599865767673196, 48.83492015814053], [-0.596152856274864, 48.848103791650836], [-0.571142039054358, 48.86112374717896], [-0.538217168054452, 48.86731461738233], [-0.538495698558372, 48.863984575945445], [-0.524585561660402, 48.85985822956106], [-0.52400725675653, 48.850305949309586], [-0.549649886012162, 48.846270577473675], [-0.560862909341316, 48.834314920554945], [-0.569821321632961, 48.83051868685016]]]}",23806,174,12,4,"14",25,48.8496985115,-0.562504676497
"U1407","Centre distribution de Vire","Centre de Distribution Alimentaire","10 rue Emile Desvaux   14500 Vire",48.836924,-0.884186,"10 Rue Émile Desvaux 14500 Vire",0.93,"housenumber","14762_0610_0cac02","14762","14500","VIRE","CALVADOS","BASSE-NORMANDIE","Sous-préfecture",146,2272,12.2,"48.8512498219, -0.889601911342","{""type"": ""Polygon"", ""coordinates"": [[[-0.930545649494296, 48.81715409308674], [-0.936975143333759, 48.82139971831334], [-0.943534571173344, 48.83959790424122], [-0.919922490853464, 48.847767225011864], [-0.909842513920077, 48.85597607091455], [-0.889864221547405, 48.86088664141177], [-0.883601059159298, 48.87058946020964], [-0.884263471555205, 48.881111567798115], [-0.839780100650965, 48.885833954297695], [-0.831388778803711, 48.88349193555938], [-0.833081004469464, 48.88218622836346], [-0.852871147471818, 48.87234865444128], [-0.863091282985877, 48.83938854068502], [-0.882013923282401, 48.83466952638742], [-0.88054392140755, 48.82793703903557], [-0.880889820145762, 48.82598987703098], [-0.88613265643702, 48.82607160927423], [-0.896557456643117, 48.833259792372026], [-0.90662488794071, 48.83346238768675], [-0.914597745936399, 48.82902342364803], [-0.920774533486126, 48.819582236981], [-0.930545649494296, 48.81715409308674]]]}",1750,762,38,4,"14",25,48.8512498219,-0.889601911342
"U1408","Centre distribution Aunay-sur-Odon","Centre de Distribution Alimentaire","SALLE DES POMPES, Rte de CONDE   14260 Aunay-sur-Odon",49.020469,-0.630703,"",NA,"","","14027","14260","AUNAY-SUR-ODON","CALVADOS","BASSE-NORMANDIE","Chef-lieu canton",157,1296,3.1,"49.0144785445, -0.633929762668","{""type"": ""Polygon"", ""coordinates"": [[[-0.616603246395909, 48.992700244525], [-0.649970099053683, 49.001510013798615], [-0.658450344358993, 48.99837108361455], [-0.662149970237727, 48.99961741877869], [-0.656695955702759, 49.00842541389191], [-0.657743741653365, 49.024848267324266], [-0.654120221931289, 49.03092661430795], [-0.647669595885407, 49.0353624979109], [-0.634406745572036, 49.03755612575351], [-0.633913207815442, 49.035005717461374], [-0.630651152791249, 49.0290826067477], [-0.614885744611084, 49.02815438259919], [-0.611323407261911, 49.02240185568854], [-0.605920904423005, 49.01221290186763], [-0.616603246395909, 48.992700244525]]]}",23777,27,1,4,"14",25,49.0144785445,-0.633929762668
"U1409","Centre de distribution Lisieux","Centre de Distribution Alimentaire","6 rue Pierre Colombe   14100 Lisieux",49.144576,0.222512,"6 Rue Pierre Colombe 14100 Lisieux",0.92,"housenumber","14366_1190_8fa491","14366","14100","LISIEUX","CALVADOS","BASSE-NORMANDIE","Sous-préfecture",91,1298,21.8,"49.1466628463, 0.238274840452","{""type"": ""Polygon"", ""coordinates"": [[[0.230761567626272, 49.12324577560692], [0.22175607886652, 49.126051898259654], [0.221305752838753, 49.13930223850915], [0.21146932344281, 49.141179792334555], [0.207039360119784, 49.14678973679747], [0.216114712634883, 49.149653975033544], [0.217490811565157, 49.15594720881994], [0.2068122183384, 49.163202698892974], [0.217547017042334, 49.17046833691444], [0.234787959816034, 49.16619666404296], [0.237715740745771, 49.15683596552048], [0.247346150693583, 49.15448373830065], [0.257500843628844, 49.155939059138376], [0.261457934213878, 49.15062252300601], [0.270876926332462, 49.151196361466795], [0.277561708830484, 49.14717361439922], [0.279006868754233, 49.13872296959514], [0.271518001528569, 49.1359084695366], [0.251606306639783, 49.13753332365221], [0.230761567626272, 49.12324577560692]]]}",3515,366,99,3,"14",25,49.1466628463,0.238274840452
"U1410","Samu social de Lisieux","Samu social","6 rue Pierre Colombe   14100 Lisieux",49.144576,0.222512,"6 Rue Pierre Colombe 14100 Lisieux",0.92,"housenumber","14366_1190_8fa491","14366","14100","LISIEUX","CALVADOS","BASSE-NORMANDIE","Sous-préfecture",91,1298,21.8,"49.1466628463, 0.238274840452","{""type"": ""Polygon"", ""coordinates"": [[[0.230761567626272, 49.12324577560692], [0.22175607886652, 49.126051898259654], [0.221305752838753, 49.13930223850915], [0.21146932344281, 49.141179792334555], [0.207039360119784, 49.14678973679747], [0.216114712634883, 49.149653975033544], [0.217490811565157, 49.15594720881994], [0.2068122183384, 49.163202698892974], [0.217547017042334, 49.17046833691444], [0.234787959816034, 49.16619666404296], [0.237715740745771, 49.15683596552048], [0.247346150693583, 49.15448373830065], [0.257500843628844, 49.155939059138376], [0.261457934213878, 49.15062252300601], [0.270876926332462, 49.151196361466795], [0.277561708830484, 49.14717361439922], [0.279006868754233, 49.13872296959514], [0.271518001528569, 49.1359084695366], [0.251606306639783, 49.13753332365221], [0.230761567626272, 49.12324577560692]]]}",3515,366,99,3,"14",25,49.1466628463,0.238274840452
"U1411","Espace bébé maman de Caen","Espace bébé maman","29 rue Barbey-d'Aurevilly   14000 CAEN",49.184671,-0.373686,"29 Rue Barbey d'Aurevilly 14000 Caen",0.93,"housenumber","14118_0580_e83fd5","14118","14000","CAEN","CALVADOS","BASSE-NORMANDIE","Préfecture de région",34,2573,109.3,"49.1847936737, -0.369801713036","{""type"": ""Polygon"", ""coordinates"": [[[-0.342966454467269, 49.153126316131576], [-0.349543857014567, 49.16212208868248], [-0.358792693943141, 49.15938062895786], [-0.367236196325189, 49.160935400333194], [-0.367625386989629, 49.16649474728795], [-0.381075752132235, 49.16274304338446], [-0.394310508703809, 49.16640195286018], [-0.402982988621579, 49.16931564281173], [-0.413298279875344, 49.186922265404135], [-0.412775132044469, 49.18877284614085], [-0.408195556525442, 49.188029694809835], [-0.410893452389562, 49.19375747565819], [-0.402112005007082, 49.200736892333495], [-0.397769921449904, 49.19902376890795], [-0.372721182785141, 49.21541213029957], [-0.359927591028821, 49.21279121620787], [-0.338280582476432, 49.195126600773214], [-0.33354839637964, 49.18582741505906], [-0.331189101543569, 49.17072131175345], [-0.331622052574587, 49.16764082338151], [-0.336227614398192, 49.16691933075804], [-0.340509581778919, 49.16522579109556], [-0.339440016679267, 49.15545593161064], [-0.342966454467269, 49.153126316131576]]]}",20188,118,97,2,"14",25,49.1847936737,-0.369801713036
